City,Date,Temperature,Temp_Min,Temp_Max,Pressure,Sea_Level,Humidity,Wind Speed,Country,Lon,Lat,Description
Bagdad,2023-12-15 06:00:00,288.47,288.47,288.47,1024,1024,53,3.7,IQ,44.4009,33.3406,0
Doha,2023-12-15 06:00:00,294.26,294.26,294.26,1021,1021,55,9.78,QA,51.5333,25.2867,0
Kingston,2023-12-15 09:00:00,294.56,294.56,294.56,1011,1011,90,1.45,JM,-76.7936,17.997,0
Santiago,2023-12-15 21:00:00,300.43,300.43,300.43,1010,1010,16,4.7,CL,-70.6483,-33.4569,0
Port-au-Prince,2023-12-11 06:00:00,295.38,295.38,295.38,1015,1015,83,1.6,HT,-72.335,18.5392,0
Santiago,2023-12-16 00:00:00,294.8,294.8,294.8,1012,1012,24,2.44,CL,-70.6483,-33.4569,0
Rīga,2023-12-16 09:00:00,270.81,270.81,270.81,1030,1030,93,2.7,LV,24.0833,57.0,0
Damas,2023-12-15 12:00:00,289.32,289.32,289.32,1021,1021,51,1.32,SY,36.2913,33.5102,0
Budapest,2023-12-15 09:00:00,275.67,275.67,275.67,1028,1028,66,2.59,HU,19.0399,47.498,0
Ouagadougou,2023-12-16 00:00:00,295.74,295.74,295.74,1012,1012,14,4.15,BF,-1.5383,12.3642,0
Kaboul,2023-12-15 06:00:00,279.94,279.94,279.94,1021,1021,22,0.81,AF,69.4167,34.5,0
Khartoum,2023-12-15 12:00:00,302.81,302.81,302.81,1010,1010,17,5.47,SD,32.5324,15.5518,0
Madrid,2023-12-15 18:00:00,282.83,282.83,282.83,1034,1034,53,1.31,ES,-3.7026,40.4165,0
Conakry,2023-12-15 03:00:00,299.68,299.68,299.68,1009,1009,72,1.2,GN,-13.6773,9.538,0
Riyad,2023-12-16 00:00:00,285.26,285.26,285.26,1023,1023,45,2.56,SA,46.7219,24.6877,0
Bangui,2023-12-15 12:00:00,308.52,308.52,308.52,1007,1007,23,1.71,CF,18.555,4.3612,0
Kingston,2023-12-16 03:00:00,295.61,295.61,295.61,1013,1013,87,1.16,JM,-76.7936,17.997,0
Téhéran,2023-12-16 15:00:00,284.52,284.52,284.52,1024,1024,31,0.19,IR,51.4215,35.6944,0
Naypyidaw,2023-12-16 03:00:00,297.63,297.63,297.63,1014,1014,70,1.65,MM,96.1345,19.754,0
Manama,2023-12-16 12:00:00,294.55,294.55,294.55,1020,1020,59,7.35,BH,50.5832,26.2154,0
Budapest,2023-12-16 00:00:00,273.72,273.72,273.72,1035,1035,77,2.24,HU,19.0399,47.498,0
Ouagadougou,2023-12-15 21:00:00,297.94,297.94,297.94,1012,1012,13,4.29,BF,-1.5383,12.3642,0
Pékin,2023-12-16 00:00:00,261.74,261.74,261.74,1037,1037,65,4.7,CN,116.3972,39.9075,0
Doha,2023-12-16 00:00:00,290.8,290.8,290.8,1019,1019,67,5.08,QA,51.5333,25.2867,0
Khartoum,2023-12-15 09:00:00,299.91,299.91,299.91,1014,1014,28,6.78,SD,32.5324,15.5518,0
Managua,2023-12-16 00:00:00,300.09,300.09,300.09,1009,1009,73,4.7,NI,-86.2504,12.1328,0
Santiago,2023-12-15 21:00:00,300.43,300.43,300.43,1010,1010,16,4.7,CL,-70.6483,-33.4569,0
Bamako,2023-12-15 03:00:00,293.38,293.38,293.38,1010,1010,18,1.92,ML,-8.0,12.65,0
Managua,2023-12-16 09:00:00,296.7,296.7,296.7,1010,1010,88,3.4,NI,-86.2504,12.1328,0
Tunis,2023-12-15 12:00:00,289.86,289.86,289.86,1023,1023,40,3.94,TN,9.0,34.0,0
Téhéran,2023-12-16 06:00:00,282.73,282.73,282.73,1025,1025,37,0.92,IR,51.4215,35.6944,0
Téhéran,2023-12-16 03:00:00,280.63,280.63,280.63,1024,1024,39,0.3,IR,51.4215,35.6944,0
Ouagadougou,2023-12-15 12:00:00,306.15,306.15,306.15,1011,1011,9,4.93,BF,-1.5383,12.3642,0
Manama,2023-12-16 18:00:00,293.98,293.98,293.98,1021,1021,61,5.78,BH,50.5832,26.2154,0
Monaco,2023-12-15 09:00:00,286.11,286.11,286.11,1026,1026,38,1.46,MC,7.419,43.7314,0
Santiago,2023-12-15 18:00:00,303.25,303.25,303.25,1010,1010,15,4.28,CL,-70.6483,-33.4569,0
Rome,2023-12-12 03:00:00,275.06,275.06,275.06,1029,1029,66,0.61,US,-85.1647,34.257,0
Yamoussoukro,2023-12-16 09:00:00,301.51,301.51,301.51,1012,1012,66,0.97,CI,-5.2767,6.8206,0
Astana,2023-12-16 15:00:00,256.8,256.8,256.8,1042,1042,67,3.63,KZ,71.446,51.1801,0
Londres,2023-12-15 21:00:00,277.52,277.52,277.52,1042,1042,84,2.2,GB,-0.1257,51.5085,0
Sanaa,2023-12-16 03:00:00,281.29,281.29,281.29,1023,1023,57,1.56,YE,44.2067,15.3547,0
Managua,2023-12-16 06:00:00,297.81,297.81,297.81,1011,1011,82,3.83,NI,-86.2504,12.1328,0
Oulan-Bator,2023-12-16 15:00:00,242.86,242.86,242.86,1046,1046,96,0.59,MN,106.8832,47.9077,0
Jerusalem,2023-12-15 12:00:00,290.2,290.2,290.2,1020,1020,50,1.56,IL,35.2163,31.769,0
Nassau,2023-12-16 06:00:00,279.29,279.29,279.29,1025,1025,59,3.79,US,-73.5829,40.7507,0
Naypyidaw,2023-12-16 12:00:00,295.35,295.35,295.35,1011,1011,73,1.46,MM,96.1345,19.754,0
Londres,2023-12-16 06:00:00,277.26,277.26,277.26,1042,1042,92,1.99,GB,-0.1257,51.5085,0
Islamabad,2023-12-15 15:00:00,285.98,285.98,285.98,1017,1017,29,2.42,PK,73.1338,33.7104,0
Lisbonne,2023-12-16 12:00:00,286.63,286.63,286.63,1034,1034,49,4.44,PT,-9.1333,38.7167,0
Paris,2023-12-16 12:00:00,280.61,280.61,280.61,1044,1044,70,0.97,FR,2.3488,48.8534,0
Islamabad,2023-12-15 09:00:00,293.57,293.57,293.57,1015,1015,17,2.46,PK,73.1338,33.7104,0
Abou Dabi,2023-12-15 09:00:00,296.84,296.84,296.84,1017,1017,56,9.5,AE,54.3667,24.4667,0
Pékin,2023-12-16 12:00:00,262.94,262.94,262.94,1036,1036,65,4.01,CN,116.3972,39.9075,0
Bakou,2023-12-15 15:00:00,282.99,282.99,282.99,1024,1024,70,1.73,AZ,49.892,40.3777,0
New Delhi,2023-12-16 15:00:00,293.91,293.91,293.91,1015,1015,20,0.77,IN,77.2311,28.6128,0
Lisbonne,2023-12-16 15:00:00,289.15,289.15,289.15,1033,1033,44,4.45,PT,-9.1333,38.7167,0
Bakou,2023-12-15 18:00:00,282.37,282.37,282.37,1024,1024,74,2.1,AZ,49.892,40.3777,0
Kingston,2023-12-16 15:00:00,302.05,302.05,302.05,1014,1014,61,1.67,JM,-76.7936,17.997,0
Naypyidaw,2023-12-16 15:00:00,292.99,292.99,292.99,1013,1013,80,1.27,MM,96.1345,19.754,0
Nassau,2023-12-16 06:00:00,279.29,279.29,279.29,1025,1025,59,3.79,US,-73.5829,40.7507,0
Dhâkâ,2023-12-16 06:00:00,297.74,297.74,297.74,1014,1014,47,1.68,BD,90.4167,24.1667,0
Naypyidaw,2023-12-16 12:00:00,295.35,295.35,295.35,1011,1011,73,1.46,MM,96.1345,19.754,0
Ouagadougou,2023-12-15 06:00:00,292.35,292.35,292.35,1012,1012,18,4.06,BF,-1.5383,12.3642,0
Dakar,2023-12-12 21:00:00,298.28,298.28,298.28,1012,1012,66,5.61,SN,-17.4441,14.6937,0
Khartoum,2023-12-16 00:00:00,295.65,295.65,295.65,1011,1011,31,4.58,SD,32.5324,15.5518,0
Monrovia,2023-12-16 06:00:00,299.11,299.11,299.11,1009,1009,81,0.66,LR,-10.7969,6.3005,0
Santiago,2023-12-15 12:00:00,293.98,293.98,293.98,1011,1011,29,1.48,CL,-70.6483,-33.4569,0
Accra,2023-12-15 12:00:00,303.19,303.19,303.19,1010,1010,60,3.78,GH,-0.1969,5.556,0
Lomé,2023-12-15 12:00:00,304.49,304.49,304.49,1010,1010,55,3.26,TG,1.2123,6.1375,0
Bakou,2023-12-15 15:00:00,282.99,282.99,282.99,1024,1024,70,1.73,AZ,49.892,40.3777,0
Managua,2023-12-16 12:00:00,295.91,295.91,295.91,1011,1011,92,2.52,NI,-86.2504,12.1328,0
Abou Dabi,2023-12-16 15:00:00,296.78,296.78,296.78,1019,1019,55,4.97,AE,54.3667,24.4667,0
Pékin,2023-12-16 12:00:00,262.94,262.94,262.94,1036,1036,65,4.01,CN,116.3972,39.9075,0
Budapest,2023-12-16 06:00:00,274.07,274.07,274.07,1036,1036,84,2.71,HU,19.0399,47.498,0
Mogadiscio,2023-12-15 03:00:00,299.5,299.5,299.5,1010,1010,82,6.2,SO,45.3438,2.0371,0
Téhéran,2023-12-15 21:00:00,281.56,281.56,281.56,1023,1023,38,0.11,IR,51.4215,35.6944,0
Khartoum,2023-12-16 03:00:00,294.5,294.5,294.5,1012,1012,36,4.5,SD,32.5324,15.5518,0
Dhâkâ,2023-12-16 00:00:00,288.97,288.97,288.97,1013,1013,77,2.1,BD,90.4167,24.1667,0
Riyad,2023-12-16 09:00:00,291.8,291.8,291.8,1023,1023,25,2.97,SA,46.7219,24.6877,0
Tunis,2023-12-16 09:00:00,287.31,287.31,287.31,1029,1029,51,8.06,TN,9.0,34.0,0
Koweït,2023-12-16 03:00:00,289.2,289.2,289.2,1022,1022,58,5.94,KW,47.9783,29.3697,0
Niamey,2023-12-16 03:00:00,293.5,293.5,293.5,1011,1011,14,4.44,NE,2.1098,13.5137,0
Rabat,2023-12-15 06:00:00,284.21,284.21,284.21,1025,1025,62,3.12,MA,-6.8401,33.9911,0
Dhâkâ,2023-12-15 21:00:00,289.92,289.92,289.92,1013,1013,71,2.16,BD,90.4167,24.1667,0
Abou Dabi,2023-12-15 12:00:00,296.51,296.51,296.51,1017,1017,58,8.87,AE,54.3667,24.4667,0
Riyad,2023-12-16 03:00:00,284.34,284.34,284.34,1024,1024,48,2.73,SA,46.7219,24.6877,0
Bagdad,2023-12-15 12:00:00,293.51,293.51,293.51,1021,1021,29,4.66,IQ,44.4009,33.3406,0
Londres,2023-12-15 21:00:00,277.52,277.52,277.52,1042,1042,84,2.2,GB,-0.1257,51.5085,0
Rabat,2023-12-15 09:00:00,286.1,286.1,286.1,1025,1025,55,2.64,MA,-6.8401,33.9911,0
Naypyidaw,2023-12-16 00:00:00,291.36,291.36,291.36,1012,1012,93,1.51,MM,96.1345,19.754,0
Islamabad,2023-12-13 00:00:00,284.28,284.28,284.28,1016,1016,27,2.31,PK,73.1338,33.7104,0
Managua,2023-12-16 00:00:00,300.09,300.09,300.09,1009,1009,73,4.7,NI,-86.2504,12.1328,0
Abou Dabi,2023-12-16 00:00:00,296.01,296.01,296.01,1017,1017,55,5.23,AE,54.3667,24.4667,0
Accra,2023-12-15 21:00:00,301.07,301.07,301.07,1011,1011,71,3.25,GH,-0.1969,5.556,0
Téhéran,2023-12-15 15:00:00,282.96,282.96,282.96,1021,1021,42,0.42,IR,51.4215,35.6944,0
Bissau,2023-12-13 06:00:00,294.59,294.59,294.59,1011,1011,64,2.9,GW,-15.5977,11.8636,0
Astana,2023-12-16 12:00:00,257.36,257.36,257.36,1041,1041,68,3.24,KZ,71.446,51.1801,0
Katmandou,2023-12-16 03:00:00,285.48,285.48,285.48,1017,1017,66,0.92,NP,85.3167,27.7167,0
Lomé,2023-12-15 06:00:00,300.12,300.12,300.12,1010,1010,73,2.36,TG,1.2123,6.1375,0
Lomé,2023-12-15 06:00:00,300.12,300.12,300.12,1010,1010,73,2.36,TG,1.2123,6.1375,0
Madrid,2023-12-16 00:00:00,279.15,279.15,279.15,1037,1037,51,2.95,ES,-3.7026,40.4165,0
Sanaa,2023-12-16 15:00:00,288.27,288.27,288.27,1018,1018,30,3.77,YE,44.2067,15.3547,0
Lisbonne,2023-12-16 09:00:00,282.15,282.15,282.15,1035,1035,70,4.11,PT,-9.1333,38.7167,0
Santiago,2023-12-15 15:00:00,299.37,299.37,299.37,1011,1011,21,2.69,CL,-70.6483,-33.4569,0
Bagdad,2023-12-15 18:00:00,289.06,289.06,289.06,1023,1023,46,3.51,IQ,44.4009,33.3406,0
Conakry,2023-12-15 03:00:00,299.68,299.68,299.68,1009,1009,72,1.2,GN,-13.6773,9.538,0
Niamey,2023-12-16 03:00:00,293.5,293.5,293.5,1011,1011,14,4.44,NE,2.1098,13.5137,0
Madrid,2023-12-15 21:00:00,280.77,280.77,280.77,1036,1036,51,2.84,ES,-3.7026,40.4165,0
Santiago,2023-12-15 09:00:00,289.78,289.78,289.78,1010,1010,38,0.16,CL,-70.6483,-33.4569,0
New Delhi,2023-12-16 12:00:00,295.8,295.8,295.8,1013,1013,17,1.07,IN,77.2311,28.6128,0
Abou Dabi,2023-12-16 03:00:00,296.0,296.0,296.0,1019,1019,53,4.3,AE,54.3667,24.4667,0
Kaboul,2023-12-15 06:00:00,279.94,279.94,279.94,1021,1021,22,0.81,AF,69.4167,34.5,0
Dhâkâ,2023-12-15 03:00:00,293.39,293.39,293.39,1017,1017,65,2.21,BD,90.4167,24.1667,0
Jerusalem,2023-12-15 15:00:00,287.74,287.74,287.74,1020,1020,62,1.08,IL,35.2163,31.769,0
San José,2023-12-12 09:00:00,282.95,282.95,282.95,1015,1015,78,0.38,US,-121.895,37.3394,0
Abou Dabi,2023-12-16 12:00:00,296.85,296.85,296.85,1018,1018,53,4.69,AE,54.3667,24.4667,0
Santiago,2023-12-15 18:00:00,303.25,303.25,303.25,1010,1010,15,4.28,CL,-70.6483,-33.4569,0
Dhâkâ,2023-12-15 15:00:00,292.11,292.11,292.11,1014,1014,60,2.8,BD,90.4167,24.1667,0
Astana,2023-12-16 09:00:00,261.37,261.37,261.37,1040,1040,61,2.81,KZ,71.446,51.1801,0
Koweït,2023-12-15 15:00:00,292.92,292.92,292.92,1021,1021,42,5.64,KW,47.9783,29.3697,0
Santiago,2023-12-12 03:00:00,292.07,292.07,292.07,1012,1012,49,1.84,CL,-70.6483,-33.4569,0
Budapest,2023-12-16 06:00:00,274.07,274.07,274.07,1036,1036,84,2.71,HU,19.0399,47.498,0
Koweït,2023-12-15 15:00:00,292.92,292.92,292.92,1021,1021,42,5.64,KW,47.9783,29.3697,0
Accra,2023-12-15 12:00:00,303.19,303.19,303.19,1010,1010,60,3.78,GH,-0.1969,5.556,0
Suva,2023-12-15 21:00:00,299.71,299.71,299.71,1010,1010,70,2.03,FJ,178.4415,-18.1416,0
Koweït,2023-12-15 06:00:00,290.3,290.3,290.3,1023,1023,56,6.32,KW,47.9783,29.3697,0
Madrid,2023-12-15 21:00:00,280.77,280.77,280.77,1036,1036,51,2.84,ES,-3.7026,40.4165,0
Doha,2023-12-15 15:00:00,293.54,293.54,293.54,1019,1019,58,7.2,QA,51.5333,25.2867,0
Madrid,2023-12-16 15:00:00,284.62,284.62,284.62,1035,1035,28,2.51,ES,-3.7026,40.4165,0
Koweït,2023-12-15 21:00:00,290.76,290.76,290.76,1022,1022,47,5.7,KW,47.9783,29.3697,0
Bagdad,2023-12-15 12:00:00,293.51,293.51,293.51,1021,1021,29,4.66,IQ,44.4009,33.3406,0
Katmandou,2023-12-16 06:00:00,290.38,290.38,290.38,1016,1016,50,0.62,NP,85.3167,27.7167,0
San Salvador,2023-12-16 00:00:00,294.66,294.66,294.66,1009,1009,79,1.12,SV,-89.1872,13.6894,0
Paris,2023-12-16 06:00:00,278.05,278.05,278.05,1044,1044,87,0.97,FR,2.3488,48.8534,0
Katmandou,2023-12-15 18:00:00,281.07,281.07,281.07,1017,1017,84,1.09,NP,85.3167,27.7167,0
Mascate,2023-12-16 15:00:00,296.37,296.37,296.37,1019,1019,51,1.78,OM,58.5922,23.6139,0
Bagdad,2023-12-15 12:00:00,293.51,293.51,293.51,1021,1021,29,4.66,IQ,44.4009,33.3406,0
Budapest,2023-12-15 21:00:00,274.04,274.04,274.04,1035,1035,73,2.47,HU,19.0399,47.498,0
Santiago,2023-12-15 03:00:00,291.67,291.67,291.67,1012,1012,35,1.6,CL,-70.6483,-33.4569,0
Mogadiscio,2023-12-15 03:00:00,299.5,299.5,299.5,1010,1010,82,6.2,SO,45.3438,2.0371,0
Manama,2023-12-15 09:00:00,294.18,294.18,294.18,1020,1020,59,9.57,BH,50.5832,26.2154,0
Santiago,2023-12-15 21:00:00,300.43,300.43,300.43,1010,1010,16,4.7,CL,-70.6483,-33.4569,0
Amman,2023-12-15 03:00:00,283.74,283.74,283.74,1023,1023,82,1.67,JO,35.945,31.9552,0
Pékin,2023-12-16 15:00:00,261.36,261.36,261.36,1037,1037,74,2.18,CN,116.3972,39.9075,0
Paris,2023-12-16 12:00:00,280.61,280.61,280.61,1044,1044,70,0.97,FR,2.3488,48.8534,0
Téhéran,2023-12-15 21:00:00,281.56,281.56,281.56,1023,1023,38,0.11,IR,51.4215,35.6944,0
Le Caire,2023-12-15 09:00:00,295.14,295.14,295.14,1021,1021,47,1.58,EG,31.2497,30.0626,0
Addis-Abeba,2023-12-10 21:00:00,285.07,285.07,285.07,1019,1019,63,1.08,ET,38.7469,9.025,0
Managua,2023-12-15 18:00:00,303.65,303.65,303.65,1010,1010,53,5.23,NI,-86.2504,12.1328,0
Doha,2023-12-15 18:00:00,292.23,292.23,292.23,1021,1021,64,5.5,QA,51.5333,25.2867,0
Accra,2023-12-15 12:00:00,303.19,303.19,303.19,1010,1010,60,3.78,GH,-0.1969,5.556,0
Abou Dabi,2023-12-16 15:00:00,296.78,296.78,296.78,1019,1019,55,4.97,AE,54.3667,24.4667,0
Pyongyang,2023-12-09 18:00:00,274.01,274.01,274.01,1026,1026,55,2.48,KP,125.7543,39.0339,0
Dhâkâ,2023-12-15 15:00:00,292.11,292.11,292.11,1014,1014,60,2.8,BD,90.4167,24.1667,0
Damas,2023-12-15 03:00:00,283.63,283.63,283.63,1024,1024,83,0.92,SY,36.2913,33.5102,0
Buenos Aires,2023-12-16 03:00:00,297.52,297.52,297.52,1008,1008,76,6.03,AR,-58.3772,-34.6132,0
Oulan-Bator,2023-12-16 15:00:00,242.86,242.86,242.86,1046,1046,96,0.59,MN,106.8832,47.9077,0
Naypyidaw,2023-12-16 03:00:00,297.63,297.63,297.63,1014,1014,70,1.65,MM,96.1345,19.754,0
Riyad,2023-12-16 06:00:00,287.7,287.7,287.7,1025,1025,39,2.92,SA,46.7219,24.6877,0
Astana,2023-12-15 09:00:00,259.74,259.74,259.74,1047,1047,64,3.57,KZ,71.446,51.1801,0
Achgabat,2023-12-16 12:00:00,284.39,284.39,284.39,1026,1026,47,2.64,TM,58.3833,37.95,0
Ouagadougou,2023-12-16 03:00:00,294.0,294.0,294.0,1010,1010,15,4.0,BF,-1.5383,12.3642,0
Ouagadougou,2023-12-15 15:00:00,307.34,307.34,307.34,1008,1008,8,3.12,BF,-1.5383,12.3642,0
Koweït,2023-12-15 15:00:00,292.92,292.92,292.92,1021,1021,42,5.64,KW,47.9783,29.3697,0
Managua,2023-12-15 15:00:00,299.4,299.4,299.4,1012,1012,72,3.64,NI,-86.2504,12.1328,0
Madrid,2023-12-15 18:00:00,282.83,282.83,282.83,1034,1034,53,1.31,ES,-3.7026,40.4165,0
Managua,2023-12-15 09:00:00,296.06,296.06,296.06,1009,1009,90,3.2,NI,-86.2504,12.1328,0
Khartoum,2023-12-15 09:00:00,299.91,299.91,299.91,1014,1014,28,6.78,SD,32.5324,15.5518,0
Madrid,2023-12-16 12:00:00,282.55,282.55,282.55,1037,1037,30,2.9,ES,-3.7026,40.4165,0
Budapest,2023-12-16 00:00:00,273.72,273.72,273.72,1035,1035,77,2.24,HU,19.0399,47.498,0
Dublin,2023-12-16 18:00:00,287.03,287.03,287.03,1021,1021,33,1.67,US,-121.9358,37.7021,0
Tunis,2023-12-15 09:00:00,287.02,287.02,287.02,1024,1024,47,3.49,TN,9.0,34.0,0
Conakry,2023-12-15 03:00:00,299.68,299.68,299.68,1009,1009,72,1.2,GN,-13.6773,9.538,0
Riyad,2023-12-16 00:00:00,285.26,285.26,285.26,1023,1023,45,2.56,SA,46.7219,24.6877,0
Budapest,2023-12-15 03:00:00,275.78,275.78,275.78,1024,1024,74,3.84,HU,19.0399,47.498,0
Lomé,2023-12-15 09:00:00,302.81,302.81,302.81,1011,1011,61,1.6,TG,1.2123,6.1375,0
Santiago,2023-12-15 09:00:00,289.78,289.78,289.78,1010,1010,38,0.16,CL,-70.6483,-33.4569,0
Riyad,2023-12-15 06:00:00,288.2,288.2,288.2,1025,1025,48,3.34,SA,46.7219,24.6877,0
Madrid,2023-12-16 15:00:00,284.62,284.62,284.62,1035,1035,28,2.51,ES,-3.7026,40.4165,0
Koweït,2023-12-16 00:00:00,289.91,289.91,289.91,1021,1021,52,5.96,KW,47.9783,29.3697,0
Téhéran,2023-12-16 15:00:00,284.52,284.52,284.52,1024,1024,31,0.19,IR,51.4215,35.6944,0
Riyad,2023-12-15 03:00:00,284.43,284.43,284.43,1024,1024,58,3.98,SA,46.7219,24.6877,0
Riyad,2023-12-16 12:00:00,293.73,293.73,293.73,1020,1020,19,3.53,SA,46.7219,24.6877,0
Riyad,2023-12-16 09:00:00,291.8,291.8,291.8,1023,1023,25,2.97,SA,46.7219,24.6877,0
Madrid,2023-12-15 21:00:00,280.77,280.77,280.77,1036,1036,51,2.84,ES,-3.7026,40.4165,0
Khartoum,2023-12-15 06:00:00,294.81,294.81,294.81,1015,1015,41,6.65,SD,32.5324,15.5518,0
Madrid,2023-12-15 06:00:00,278.26,278.26,278.26,1034,1034,74,1.87,ES,-3.7026,40.4165,0
Manama,2023-12-15 09:00:00,294.18,294.18,294.18,1020,1020,59,9.57,BH,50.5832,26.2154,0
Andorre-la-Vieille,2023-12-16 15:00:00,275.72,275.72,275.72,1037,1037,69,2.92,AD,1.4941,42.5045,0
Jerusalem,2023-12-15 15:00:00,287.74,287.74,287.74,1020,1020,62,1.08,IL,35.2163,31.769,0
Djibouti,2023-12-15 21:00:00,293.95,293.95,293.95,1016,1016,71,6.06,DJ,42.5,11.5,0
Bangui,2023-12-15 09:00:00,305.28,305.28,305.28,1011,1011,33,1.53,CF,18.555,4.3612,0
Madrid,2023-12-16 06:00:00,277.19,277.19,277.19,1037,1037,51,2.23,ES,-3.7026,40.4165,0
Budapest,2023-12-16 09:00:00,276.3,276.3,276.3,1037,1037,81,2.48,HU,19.0399,47.498,0
Riyad,2023-12-15 21:00:00,286.41,286.41,286.41,1023,1023,41,2.75,SA,46.7219,24.6877,0
Khartoum,2023-12-15 12:00:00,302.81,302.81,302.81,1010,1010,17,5.47,SD,32.5324,15.5518,0
Riyad,2023-12-15 15:00:00,290.34,290.34,290.34,1022,1022,32,3.78,SA,46.7219,24.6877,0
Londres,2023-12-16 15:00:00,280.99,280.99,280.99,1041,1041,88,2.48,GB,-0.1257,51.5085,0
Tunis,2023-12-16 03:00:00,285.59,285.59,285.59,1026,1026,60,6.31,TN,9.0,34.0,0
Rabat,2023-12-15 15:00:00,293.2,293.2,293.2,1023,1023,38,5.54,MA,-6.8401,33.9911,0
Port-au-Prince,2023-12-16 09:00:00,295.64,295.64,295.64,1013,1013,81,2.35,HT,-72.335,18.5392,0
Téhéran,2023-12-15 12:00:00,283.72,283.72,283.72,1020,1020,43,1.68,IR,51.4215,35.6944,0
Tunis,2023-12-16 06:00:00,285.06,285.06,285.06,1027,1027,61,5.16,TN,9.0,34.0,0
Dhâkâ,2023-12-15 18:00:00,291.0,291.0,291.0,1014,1014,66,2.25,BD,90.4167,24.1667,0
Koweït,2023-12-16 18:00:00,292.07,292.07,292.07,1022,1022,45,3.62,KW,47.9783,29.3697,0
Riyad,2023-12-16 03:00:00,284.34,284.34,284.34,1024,1024,48,2.73,SA,46.7219,24.6877,0
Abou Dabi,2023-12-15 21:00:00,295.99,295.99,295.99,1018,1018,58,6.5,AE,54.3667,24.4667,0
Mogadiscio,2023-12-15 18:00:00,300.43,300.43,300.43,1012,1012,76,8.05,SO,45.3438,2.0371,0
Madrid,2023-12-15 12:00:00,283.48,283.48,283.48,1034,1034,54,0.71,ES,-3.7026,40.4165,0
Lomé,2023-12-16 18:00:00,301.79,301.79,301.79,1008,1008,71,4.88,TG,1.2123,6.1375,0
Le Caire,2023-12-15 09:00:00,295.14,295.14,295.14,1021,1021,47,1.58,EG,31.2497,30.0626,0
Madrid,2023-12-16 00:00:00,279.15,279.15,279.15,1037,1037,51,2.95,ES,-3.7026,40.4165,0
Monrovia,2023-12-16 00:00:00,300.07,300.07,300.07,1011,1011,78,2.55,LR,-10.7969,6.3005,0
Yamoussoukro,2023-12-15 06:00:00,295.4,295.4,295.4,1010,1010,93,1.12,CI,-5.2767,6.8206,0
Londres,2023-12-16 15:00:00,280.99,280.99,280.99,1041,1041,88,2.48,GB,-0.1257,51.5085,0
San Salvador,2023-12-15 18:00:00,301.55,301.55,301.55,1011,1011,47,1.0,SV,-89.1872,13.6894,0
Koweït,2023-12-16 00:00:00,289.91,289.91,289.91,1021,1021,52,5.96,KW,47.9783,29.3697,0
Bagdad,2023-12-15 21:00:00,288.09,288.09,288.09,1023,1023,45,3.62,IQ,44.4009,33.3406,0
Pékin,2023-12-15 18:00:00,262.83,262.83,262.83,1035,1035,62,5.59,CN,116.3972,39.9075,0
Rabat,2023-12-15 12:00:00,290.98,290.98,290.98,1025,1025,40,3.89,MA,-6.8401,33.9911,0
Katmandou,2023-12-15 21:00:00,280.67,280.67,280.67,1016,1016,84,0.99,NP,85.3167,27.7167,0
Manama,2023-12-16 03:00:00,293.12,293.12,293.12,1021,1021,60,8.63,BH,50.5832,26.2154,0
New Delhi,2023-12-11 03:00:00,290.58,290.58,290.58,1016,1016,19,0.47,IN,77.2311,28.6128,0
Canberra,2023-12-15 09:00:00,294.53,294.53,294.53,1006,1006,41,1.99,AU,149.1281,-35.2835,0
Madrid,2023-12-16 12:00:00,282.55,282.55,282.55,1037,1037,30,2.9,ES,-3.7026,40.4165,0
Bagdad,2023-12-15 06:00:00,288.47,288.47,288.47,1024,1024,53,3.7,IQ,44.4009,33.3406,0
Paris,2023-12-16 06:00:00,278.05,278.05,278.05,1044,1044,87,0.97,FR,2.3488,48.8534,0
Amman,2023-12-15 12:00:00,291.4,291.4,291.4,1020,1020,43,3.38,JO,35.945,31.9552,0
Londres,2023-12-16 06:00:00,277.26,277.26,277.26,1042,1042,92,1.99,GB,-0.1257,51.5085,0
Khartoum,2023-12-15 12:00:00,302.81,302.81,302.81,1010,1010,17,5.47,SD,32.5324,15.5518,0
Dhâkâ,2023-12-16 15:00:00,292.64,292.64,292.64,1014,1014,58,2.19,BD,90.4167,24.1667,0
Santiago,2023-12-15 12:00:00,293.98,293.98,293.98,1011,1011,29,1.48,CL,-70.6483,-33.4569,0
Khartoum,2023-12-15 21:00:00,297.23,297.23,297.23,1012,1012,28,4.46,SD,32.5324,15.5518,0
Tunis,2023-12-15 12:00:00,289.86,289.86,289.86,1023,1023,40,3.94,TN,9.0,34.0,0
San José,2023-12-16 18:00:00,291.16,291.16,291.16,1020,1020,24,0.79,US,-121.895,37.3394,0
Niamey,2023-12-15 18:00:00,300.39,300.39,300.39,1011,1011,11,4.16,NE,2.1098,13.5137,0
Ndjamena,2023-12-15 06:00:00,292.76,292.76,292.76,1014,1014,20,3.61,TD,15.0444,12.1067,0
Pékin,2023-12-15 21:00:00,262.01,262.01,262.01,1035,1035,64,4.83,CN,116.3972,39.9075,0
Managua,2023-12-15 09:00:00,296.06,296.06,296.06,1009,1009,90,3.2,NI,-86.2504,12.1328,0
Astana,2023-12-15 15:00:00,255.15,255.15,255.15,1046,1046,68,3.5,KZ,71.446,51.1801,0
Caracas,2023-12-13 15:00:00,298.96,298.96,298.96,1013,1013,55,1.13,VE,-66.8792,10.488,0
